hour,day_of_week,location,latitude,longitude,demand,supply
16,2,chittoor_tirupati_alipiri,13.6283,79.4191,121,79
16,4,andhra_pradesh_tirupati,13.6288,79.4192,105,88
15,1,pune_hinjewadi,18.5917,73.7389,83,101
20,0,chittoor_kanipakam,13.2057,79.1141,185,70
3,4,andhra_pradesh_ananthapuramu,14.6819,77.6006,62,75
20,6,chittoor_new_town,13.2190,79.1011,136,68
4,2,andhra_pradesh_kadapa,14.4674,78.8242,49,86
15,3,chittoor_kuppam,12.7448,78.3491,90,86
7,5,chittoor_katpadi_road,13.2179,79.0988,119,79
13,2,andhra_pradesh_east_godavari,17.0005,82.2475,77,79
6,3,chittoor_vellore_road,13.2172,79.1003,121,85
4,0,andhra_pradesh_palnadu,16.2500,79.7500,50,73
0,0,andhra_pradesh_eluru,16.7107,81.1070,63,94
4,2,chittoor_tirupati_saptagiri,13.6278,79.4197,73,86
4,4,andhra_pradesh_palnadu,16.2500,79.7500,55,75
1,2,chennai_omr,12.8407,80.2244,71,72
21,1,chittoor_madanapalle,13.5500,78.5000,138,83
8,1,chittoor_kuppam_bypass,12.7457,78.3505,149,76
0,4,chittoor_punganur,13.3667,78.5833,61,72
20,6,chittoor_tirupati_central,13.6288,79.4192,167,75
8,0,chittoor_piler,13.6333,78.9333,126,80
17,5,andhra_pradesh_srikakulam_district,18.2969,83.8956,144,69
21,2,chittoor_old_town,13.2164,79.0998,184,73
0,0,andhra_pradesh_bapatla,15.9044,80.4675,59,74
8,3,andhra_pradesh_kadapa,14.4674,78.8242,162,72
11,1,chittoor_madanapalle,13.5500,78.5000,82,76
11,2,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,90,67
21,2,chittoor_kanipakam,13.2057,79.1141,171,71
9,5,andhra_pradesh_bapatla,15.9044,80.4675,139,71
7,4,pune_hinjewadi,18.5917,73.7389,155,72
8,2,andhra_pradesh_visakhapatnam,17.6868,83.2185,202,79
19,4,andhra_pradesh_srikakulam,18.2969,83.8956,153,76
13,5,andhra_pradesh_kadapa,14.4674,78.8242,77,70
1,1,andhra_pradesh_prakasam,15.5057,80.0499,52,89
15,5,chittoor_chandragiri,13.5884,79.3141,83,80
2,1,andhra_pradesh_guntur,16.3067,80.4365,74,87
12,6,jaipur_sitapura,26.7997,75.8351,73,86
19,5,andhra_pradesh_nandyal,15.4775,78.4831,146,69
13,2,chittoor_punganur,13.3667,78.5833,72,82
9,3,chittoor_katpadi_road,13.2179,79.0988,175,66
14,5,chittoor_thottambedu,13.5132,79.5665,64,68
14,3,chittoor_kuppam,12.7448,78.3491,75,74
2,5,hyderabad_secunderabad,17.4399,78.4983,54,86
16,3,andhra_pradesh_amaravati,16.5412,80.5152,115,87
7,5,andhra_pradesh_visakhapatnam,17.6868,83.2185,184,70
17,2,andhra_pradesh_ananthapuramu,14.6819,77.6006,137,67
18,5,kochi_mg_road,9.9312,76.2673,142,72
21,4,andhra_pradesh_amaravati,16.5412,80.5152,178,69
0,4,chittoor_new_town,13.2190,79.1011,63,96
14,3,chittoor_srikalahasti,13.7498,79.6986,104,83
6,0,vadodara_alkapuri,22.3072,73.1812,84,78
22,5,connaught_place,28.6315,77.2167,80,97
21,4,andhra_pradesh_tirupati,13.6288,79.4192,166,86
0,0,noida_sector_62,28.6176,77.3721,55,92
14,6,jaipur_mi_road,26.9128,75.7873,78,86
8,0,andhra_pradesh_ysr_kadapa,14.4674,78.8242,168,64
19,1,chittoor_madanapalle,13.5500,78.5000,165,82
8,1,andhra_pradesh_palnadu,16.2500,79.7500,135,65
13,4,chittoor_tirupati_alipiri,13.6283,79.4191,83,99
20,1,chittoor_srikalahasti,13.7498,79.6986,150,72
1,4,chittoor_kuppam_bypass,12.7457,78.3505,47,73
18,6,andhra_pradesh_vijayawada,16.5062,80.6480,169,88
6,2,ahmedabad_cg_road,23.0225,72.5714,107,91
14,0,chittoor_nagalapuram,13.4180,79.6460,80,74
17,5,bhubaneswar_janpath,20.2961,85.8245,128,67
15,1,chittoor_gandhi_road,13.2160,79.1018,90,99
13,2,chittoor_puttur,13.4426,79.5508,86,80
2,6,bengaluru_indiranagar,12.9784,77.6408,85,83
9,3,vadodara_alkapuri,22.3072,73.1812,125,66
19,6,andhra_pradesh_kadapa,14.4674,78.8242,153,63
17,4,chittoor_tirupati_central,13.6288,79.4192,151,74
15,1,coimbatore_race_course,11.0168,76.9558,72,71
13,2,chittoor_municipal_market,13.2175,79.1006,80,98
5,1,andhra_pradesh_amaravati,16.5412,80.5152,60,88
3,6,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,44,70
8,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,132,72
12,4,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,84,85
8,1,chittoor_nagalapuram,13.4180,79.6460,125,66
21,4,andhra_pradesh_eluru,16.7107,81.1070,139,76
13,1,chittoor_bangalore_road,13.2148,79.0967,100,87
2,6,chittoor_tirupati_leela_mahal,13.6350,79.4230,73,95
18,1,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,149,63
19,1,chittoor_kuppam,12.7448,78.3491,122,73
3,0,chittoor_puttur,13.4426,79.5508,53,82
8,0,chittoor_tirupati_renigunta,13.6365,79.5034,179,73
20,4,gurugram_cyber_city,28.4949,77.0887,168,85
21,1,bhopal_mp_nagar,23.2599,77.4126,168,61
2,4,chittoor_srikalahasti,13.7498,79.6986,69,88
13,2,andhra_pradesh_visakhapatnam,17.6868,83.2185,85,84
10,6,andhra_pradesh_visakhapatnam,17.6868,83.2185,156,89
18,3,andhra_pradesh_vizianagaram,18.1067,83.3956,161,73
16,4,chittoor_katpadi_road,13.2179,79.0988,107,96
2,4,andhra_pradesh_vijayawada,16.5062,80.6480,79,91
14,2,chittoor_nagalapuram,13.4180,79.6460,89,73
2,2,chittoor_kuppam,12.7448,78.3491,52,86
9,3,airport,13.1986,77.7066,261,90
13,6,chittoor_karvetinagaram,13.2498,79.4047,67,82
12,4,mumbai_andheri,19.1197,72.8468,93,90
3,0,chittoor_tirupati_tuda,13.6293,79.4202,77,99
5,4,andhra_pradesh_kakinada,16.9891,82.2475,65,86
16,1,surat_adajan,21.1702,72.8311,99,85
8,5,chittoor_tirupati_alipiri,13.6283,79.4191,150,67
9,6,mumbai_andheri,19.1197,72.8468,168,71
16,6,midtown,12.9802,77.6408,95,88
11,1,andhra_pradesh_vijayawada,16.5062,80.6480,116,86
5,0,andhra_pradesh_ntr,16.5062,80.6480,57,85
4,0,chittoor_srikalahasti,13.7498,79.6986,60,99
2,5,chittoor_punganur,13.3667,78.5833,57,80
16,1,chittoor_vellore_road,13.2172,79.1003,105,80
3,5,chittoor_new_town,13.2190,79.1011,67,88
10,4,chittoor_kanipakam,13.2057,79.1141,184,72
22,6,andhra_pradesh_krishna,16.5062,80.6480,54,78
13,5,andhra_pradesh_kakinada,16.9891,82.2475,73,77
6,6,chittoor_tirupati_tuda,13.6293,79.4202,94,79
10,4,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,139,65
3,0,chittoor_satyanarayanapuram,13.2180,79.1035,72,79
17,5,indore_vijay_nagar,22.7196,75.8577,153,60
20,6,chittoor_municipal_market,13.2175,79.1006,142,76
17,1,chittoor_tirupati_central,13.6288,79.4192,156,89
13,2,andhra_pradesh_vizianagaram,18.1067,83.3956,89,78
2,2,chittoor_satyanarayanapuram,13.2180,79.1035,71,97
14,0,andhra_pradesh_eluru,16.7107,81.1070,99,83
22,2,chittoor_tirupati_saptagiri,13.6278,79.4197,73,101
11,6,andhra_pradesh_kurnool,15.8281,78.0373,74,85
15,6,chittoor_tirupati_leela_mahal,13.6350,79.4230,100,96
22,3,chittoor_srikalahasti,13.7498,79.6986,59,91
20,0,andhra_pradesh_ananthapur,14.6819,77.6006,161,78
3,3,andhra_pradesh_srikakulam,18.2969,83.8956,57,72
15,4,kolkata_salt_lake,22.5862,88.4143,98,82
5,6,chittoor_tirupati_central,13.6288,79.4192,63,83
8,2,andhra_pradesh_kadapa,14.4674,78.8242,138,61
6,5,andhra_pradesh_nandyal,15.4775,78.4831,82,69
11,6,chittoor_new_town,13.2190,79.1011,97,85
5,3,visakhapatnam_beach_road,17.6868,83.2185,54,87
16,3,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,98,80
0,5,chittoor_madanapalle,13.5500,78.5000,61,71
2,1,andhra_pradesh_srikakulam,18.2969,83.8956,64,82
14,1,kolkata_esplanade,22.5728,88.3639,95,81
6,6,andhra_pradesh_kakinada,16.9891,82.2475,106,81
7,1,chittoor_vellore_road,13.2172,79.1003,152,73
21,4,chittoor_thottambedu,13.5132,79.5665,132,68
9,0,andhra_pradesh_chittoor,13.2172,79.1003,178,75
11,0,chittoor_trunk_road,13.2204,79.1026,93,98
1,5,andhra_pradesh_ananthapur,14.6819,77.6006,57,68
4,6,chittoor_thottambedu,13.5132,79.5665,55,65
13,2,vadodara_alkapuri,22.3072,73.1812,79,82
7,3,chittoor_old_town,13.2164,79.0998,184,81
17,0,andhra_pradesh_prakasam,15.5057,80.0499,169,78
7,2,bengaluru_indiranagar,12.9784,77.6408,230,84
19,2,andhra_pradesh_prakasam,15.5057,80.0499,137,65
5,1,andhra_pradesh_bapatla,15.9044,80.4675,52,83
9,2,srinagar_lal_chowk,34.0837,74.7973,145,74
6,5,indore_vijay_nagar,22.7196,75.8577,76,85
23,0,chittoor_karvetinagaram,13.2498,79.4047,48,74
6,4,bengaluru_whitefield,12.9698,77.7500,105,101
16,6,kolkata_esplanade,22.5728,88.3639,111,80
22,0,visakhapatnam_beach_road,17.6868,83.2185,51,91
4,0,andhra_pradesh_palnadu,16.2500,79.7500,58,82
17,5,chittoor_tirupati_renigunta,13.6365,79.5034,130,81
22,5,andhra_pradesh_ntr,16.5062,80.6480,63,85
18,1,bhubaneswar_janpath,20.2961,85.8245,129,63
8,3,chittoor_tirupati_tuda,13.6293,79.4202,152,89
10,2,andhra_pradesh_prakasam,15.5057,80.0499,158,80
4,4,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,52,72
4,1,vadodara_alkapuri,22.3072,73.1812,59,70
7,0,kolkata_salt_lake,22.5862,88.4143,152,62
17,2,chittoor_thottambedu,13.5132,79.5665,135,68
7,4,andhra_pradesh_tirupati,13.6288,79.4192,196,81
7,5,chittoor_vellore_road,13.2172,79.1003,127,68
13,5,hyderabad_secunderabad,17.4399,78.4983,75,87
17,6,vadodara_alkapuri,22.3072,73.1812,121,64
10,4,chittoor_nagalapuram,13.4180,79.6460,145,78
15,4,chittoor_tirupati_alipiri,13.6283,79.4191,108,95
13,6,andhra_pradesh_ananthapur,14.6819,77.6006,68,81
6,4,chittoor_nagalapuram,13.4180,79.6460,98,75
4,3,chittoor_gandhi_road,13.2160,79.1018,65,80
21,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,147,71
13,5,indore_vijay_nagar,22.7196,75.8577,84,70
17,3,noida_sector_62,28.6176,77.3721,164,83
23,3,chittoor_thottambedu,13.5132,79.5665,51,89
12,5,lucknow_hazratganj,26.8467,80.9462,81,83
20,4,chittoor_tirupati_central,13.6288,79.4192,168,89
18,4,chittoor_nagalapuram,13.4180,79.6460,161,73
9,2,andhra_pradesh_amaravati,16.5412,80.5152,154,87
1,3,chittoor_municipal_market,13.2175,79.1006,69,81
23,1,chittoor_kuppam,12.7448,78.3491,68,79
4,3,bengaluru_indiranagar,12.9784,77.6408,99,94
22,2,bhopal_mp_nagar,23.2599,77.4126,48,79
13,4,andhra_pradesh_vizianagaram,18.1067,83.3956,86,81
0,1,andhra_pradesh_bapatla,15.9044,80.4675,64,84
3,5,chandigarh_sector_17,30.7333,76.7794,60,80
7,2,chittoor_bangalore_road,13.2148,79.0967,155,76
2,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,67,75
22,6,andhra_pradesh_bapatla,15.9044,80.4675,58,66
20,0,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,157,63
2,0,vadodara_alkapuri,22.3072,73.1812,56,86
8,3,andhra_pradesh_vizianagaram,18.1067,83.3956,134,73
20,6,andhra_pradesh_srikakulam,18.2969,83.8956,144,58
3,5,andhra_pradesh_east_godavari,17.0005,82.2475,61,83
13,6,chittoor_tirupati_renigunta,13.6365,79.5034,83,88
5,2,andhra_pradesh_tirupati,13.6288,79.4192,58,104
16,4,andhra_pradesh_east_godavari,17.0005,82.2475,90,91
0,4,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,48,77
6,1,chittoor_katpadi_road,13.2179,79.0988,111,78
14,6,chittoor_tirupati_renigunta,13.6365,79.5034,74,100
12,4,gurugram_sohna_road,28.4089,77.0383,90,91
11,2,andhra_pradesh_kadapa,14.4674,78.8242,86,79
21,2,chittoor_puttur,13.4426,79.5508,161,62
21,2,chittoor_puttur,13.4426,79.5508,155,77
6,3,chittoor_kanipakam,13.2057,79.1141,102,90
8,2,chittoor_tirupati_tuda,13.6293,79.4202,169,83
4,0,andhra_pradesh_guntur,16.3067,80.4365,66,90
3,0,midtown,12.9802,77.6408,64,75
7,5,andhra_pradesh_kurnool,15.8281,78.0373,127,59
23,2,chittoor_tirupati_central,13.6288,79.4192,78,83
17,3,kolkata_esplanade,22.5728,88.3639,161,79
17,5,andhra_pradesh_chittoor,13.2172,79.1003,156,74
4,1,andhra_pradesh_tirupati,13.6288,79.4192,73,81
7,0,bhubaneswar_janpath,20.2961,85.8245,150,68
2,1,chittoor_thottambedu,13.5132,79.5665,57,71
7,6,chittoor_karvetinagaram,13.2498,79.4047,114,65
8,1,chittoor_municipal_market,13.2175,79.1006,179,90
18,4,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,152,76
20,4,chittoor_katpadi_road,13.2179,79.0988,162,66
21,5,mumbai_andheri,19.1197,72.8468,146,89
2,1,chittoor_tirupati_central,13.6288,79.4192,64,95
8,2,chittoor_satyanarayanapuram,13.2180,79.1035,154,79
12,4,chittoor_nagari,13.3227,79.5856,85,87
22,4,chittoor_bangalore_road,13.2148,79.0967,72,78
9,4,chittoor_bangalore_road,13.2148,79.0967,176,81
14,0,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,77,72
1,1,chittoor_nagari,13.3227,79.5856,68,74
7,3,andhra_pradesh_krishna,16.5062,80.6480,157,66
16,1,andhra_pradesh_alluri_sitharama_raju,17.6660,82.7500,92,80
23,6,chittoor_tirupati_alipiri,13.6283,79.4191,55,79
19,0,chittoor_bangalore_road,13.2148,79.0967,155,75
16,0,andhra_pradesh_krishna,16.5062,80.6480,87,96
6,3,hyderabad_hitech_city,17.4435,78.3772,129,78
20,3,chittoor_vellore_road,13.2172,79.1003,186,74
0,4,chittoor_madanapalle,13.5500,78.5000,66,76
16,2,andhra_pradesh_alluri_sitharama_raju,17.6660,82.7500,92,78
0,0,andhra_pradesh_srikakulam,18.2969,83.8956,59,75
23,2,andhra_pradesh_visakhapatnam,17.6868,83.2185,61,102
23,0,chittoor_puttur,13.4426,79.5508,53,81
4,6,chittoor_tirupati_renigunta,13.6365,79.5034,65,88
18,1,andhra_pradesh_ananthapuramu,14.6819,77.6006,166,74
17,2,chittoor_kanipakam,13.2057,79.1141,186,74
18,6,andhra_pradesh_kadapa,14.4674,78.8242,128,63
19,4,srinagar_lal_chowk,34.0837,74.7973,145,72
11,5,andhra_pradesh_ananthapur,14.6819,77.6006,91,70
15,4,chittoor_karvetinagaram,13.2498,79.4047,82,78
8,0,andhra_pradesh_ntr,16.5062,80.6480,146,71
6,0,andhra_pradesh_vijayawada,16.5062,80.6480,103,101
7,3,airport,13.1986,77.7066,231,90
15,0,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,80,84
12,6,chittoor_old_town,13.2164,79.0998,87,86
19,6,chittoor_punganur,13.3667,78.5833,116,68
8,5,chittoor_municipal_market,13.2175,79.1006,124,74
22,3,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,58,67
3,0,andhra_pradesh_tirupati,13.6288,79.4192,65,81
0,4,chittoor_puttur,13.4426,79.5508,64,72
13,0,andhra_pradesh_prakasam,15.5057,80.0499,86,76
4,6,andhra_pradesh_krishna,16.5062,80.6480,52,82
6,2,chittoor_karvetinagaram,13.2498,79.4047,102,72
3,2,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,56,68
13,5,chittoor_tirupati_tuda,13.6293,79.4202,74,97
16,4,andhra_pradesh_eluru,16.7107,81.1070,102,75
8,5,chittoor_puttur,13.4426,79.5508,151,66
2,5,airport,13.1986,77.7066,100,86
1,2,andhra_pradesh_tirupati,13.6288,79.4192,77,96
11,2,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,85,77
12,0,chittoor_punganur,13.3667,78.5833,87,84
22,2,chittoor_kuppam,12.7448,78.3491,67,69
9,3,andhra_pradesh_ananthapuramu,14.6819,77.6006,168,70
18,4,andhra_pradesh_ysr_kadapa,14.4674,78.8242,124,62
5,5,chittoor_kanipakam,13.2057,79.1141,64,83
21,6,chittoor_palamaner,13.2007,78.7499,137,61
3,2,guwahati_paltan_bazaar,26.1445,91.7362,48,71
4,6,chittoor_nagalapuram,13.4180,79.6460,58,85
1,0,lucknow_hazratganj,26.8467,80.9462,66,96
2,6,chittoor_tirupati_central,13.6288,79.4192,65,92
23,2,bengaluru_whitefield,12.9698,77.7500,57,101
6,6,andhra_pradesh_bapatla,15.9044,80.4675,84,75
1,2,chittoor_new_town,13.2190,79.1011,57,94
17,3,andhra_pradesh_kurnool,15.8281,78.0373,171,72
8,1,midtown,12.9802,77.6408,181,68
21,2,andhra_pradesh_ysr_kadapa,14.4674,78.8242,132,62
11,1,chittoor_tirupati_saptagiri,13.6278,79.4197,122,94
15,0,andhra_pradesh_krishna,16.5062,80.6480,75,82
7,6,chittoor_new_town,13.2190,79.1011,164,67
18,6,andhra_pradesh_srikakulam_district,18.2969,83.8956,118,61
23,2,chittoor_kuppam_bypass,12.7457,78.3505,64,70
22,6,chittoor_satyanarayanapuram,13.2180,79.1035,52,74
8,2,chittoor_tirupati_saptagiri,13.6278,79.4197,142,83
3,0,chittoor_tirupati_renigunta,13.6365,79.5034,63,92
21,3,chittoor_nagari,13.3227,79.5856,177,71
15,6,chittoor_nagari,13.3227,79.5856,74,87
13,2,chittoor_palamaner,13.2007,78.7499,79,75
8,0,andhra_pradesh_tirupati,13.6288,79.4192,175,73
9,6,andhra_pradesh_west_godavari,16.9944,81.7297,145,69
5,1,andhra_pradesh_chittoor,13.2172,79.1003,71,91
11,0,chennai_t_nagar,13.0418,80.2337,105,94
17,4,chittoor_satyanarayanapuram,13.2180,79.1035,134,82
18,2,andhra_pradesh_alluri_sitharama_raju,17.6660,82.7500,124,65
15,1,chittoor_new_town,13.2190,79.1011,98,96
3,4,andhra_pradesh_ntr,16.5062,80.6480,57,95
0,1,airport,13.1986,77.7066,84,94
21,3,chittoor_nagari,13.3227,79.5856,150,74
17,0,ahmedabad_cg_road,23.0225,72.5714,167,86
10,5,andhra_pradesh_alluri_sitharama_raju,17.6660,82.7500,123,64
18,3,chittoor_tirupati_saptagiri,13.6278,79.4197,189,74
12,4,andhra_pradesh_ntr,16.5062,80.6480,105,90
15,1,andhra_pradesh_vijayawada,16.5062,80.6480,107,103
2,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,68,87
15,0,andhra_pradesh_ntr,16.5062,80.6480,88,85
21,0,chittoor_palamaner,13.2007,78.7499,165,66
5,6,chittoor_kuppam,12.7448,78.3491,53,78
2,1,chittoor_satyanarayanapuram,13.2180,79.1035,68,82
23,3,andhra_pradesh_tirupati,13.6288,79.4192,78,80
3,3,chittoor_tirupati_renigunta,13.6365,79.5034,63,100
12,5,andhra_pradesh_west_godavari,16.9944,81.7297,65,74
22,2,andhra_pradesh_ananthapuramu,14.6819,77.6006,63,79
8,2,andhra_pradesh_krishna,16.5062,80.6480,156,76
3,3,chittoor_bangalore_road,13.2148,79.0967,70,76
8,6,chittoor_tirupati_renigunta,13.6365,79.5034,142,66
0,0,chandigarh_sector_17,30.7333,76.7794,71,86
23,4,chittoor_piler,13.6333,78.9333,67,72
23,5,chittoor_satyanarayanapuram,13.2180,79.1035,49,77
23,6,bhopal_mp_nagar,23.2599,77.4126,55,74
5,6,thiruvananthapuram_palayam,8.5241,76.9366,44,63
14,0,chittoor_new_town,13.2190,79.1011,107,96
17,5,andhra_pradesh_vijayawada,16.5062,80.6480,171,91
19,6,bhubaneswar_janpath,20.2961,85.8245,159,74
6,6,india_gate,28.6129,77.2295,94,78
2,3,chittoor_puttur,13.4426,79.5508,64,85
7,0,chittoor_satyanarayanapuram,13.2180,79.1035,156,73
23,2,chittoor_tirupati_alipiri,13.6283,79.4191,74,93
10,6,chittoor_kuppam,12.7448,78.3491,129,69
9,2,andhra_pradesh_srikakulam_district,18.2969,83.8956,157,71
10,2,chittoor_kuppam_bypass,12.7457,78.3505,152,75
11,2,bhubaneswar_janpath,20.2961,85.8245,80,85
1,5,andhra_pradesh_ysr_kadapa,14.4674,78.8242,53,67
0,5,andhra_pradesh_visakhapatnam,17.6868,83.2185,64,87
6,4,andhra_pradesh_nandyal,15.4775,78.4831,83,73
15,6,chittoor_nagari,13.3227,79.5856,67,74
11,0,andhra_pradesh_ntr,16.5062,80.6480,98,79
10,6,andhra_pradesh_srikakulam_district,18.2969,83.8956,119,65
16,2,andhra_pradesh_vijayawada,16.5062,80.6480,101,88
14,3,chittoor_tirupati_leela_mahal,13.6350,79.4230,95,99
11,5,chittoor_gandhi_road,13.2160,79.1018,85,94
15,3,kochi_mg_road,9.9312,76.2673,84,75
5,6,suburb,12.9153,77.5135,48,78
17,6,andhra_pradesh_vijayawada,16.5062,80.6480,154,74
10,1,chittoor_bangalore_road,13.2148,79.0967,161,84
10,6,andhra_pradesh_ananthapur,14.6819,77.6006,134,71
3,6,gurugram_sohna_road,28.4089,77.0383,51,81
3,3,chittoor_old_town,13.2164,79.0998,72,76
0,4,chittoor_piler,13.6333,78.9333,67,89
9,1,chittoor_tirupati_saptagiri,13.6278,79.4197,175,89
16,6,chittoor_kuppam,12.7448,78.3491,80,74
13,6,chittoor_new_town,13.2190,79.1011,75,75
6,5,andhra_pradesh_chittoor,13.2172,79.1003,105,76
4,0,gurugram_sohna_road,28.4089,77.0383,62,88
7,2,chittoor_puttur,13.4426,79.5508,130,79
18,2,kochi_mg_road,9.9312,76.2673,127,75
12,0,andhra_pradesh_prakasam,15.5057,80.0499,90,89
11,6,andhra_pradesh_palnadu,16.2500,79.7500,93,81
22,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,60,87
11,0,andhra_pradesh_ysr_kadapa,14.4674,78.8242,102,85
12,0,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,67,73
16,5,chittoor_tirupati_leela_mahal,13.6350,79.4230,92,83
8,1,chittoor_kuppam,12.7448,78.3491,145,70
1,3,chittoor_tirupati_central,13.6288,79.4192,79,84
14,2,andhra_pradesh_nandyal,15.4775,78.4831,72,86
21,0,andhra_pradesh_chittoor,13.2172,79.1003,148,75
15,1,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,84,79
17,1,andhra_pradesh_srikakulam_district,18.2969,83.8956,136,77
22,5,andhra_pradesh_kurnool,15.8281,78.0373,60,87
13,1,andhra_pradesh_ananthapur,14.6819,77.6006,72,89
16,3,chittoor_chandragiri,13.5884,79.3141,105,84
22,2,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,56,87
14,3,andhra_pradesh_east_godavari,17.0005,82.2475,90,82
18,5,andhra_pradesh_parvathipuram_manyam,18.7700,83.4200,110,64
15,0,andhra_pradesh_ntr,16.5062,80.6480,103,88
21,6,chittoor_madanapalle,13.5500,78.5000,146,68
5,4,chittoor_tirupati_central,13.6288,79.4192,59,107
0,4,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,66,75
16,3,andhra_pradesh_vijayawada,16.5062,80.6480,108,102
9,4,andhra_pradesh_palnadu,16.2500,79.7500,136,70
1,6,chittoor_trunk_road,13.2204,79.1026,64,82
11,3,andhra_pradesh_visakhapatnam,17.6868,83.2185,106,88
14,5,chittoor_punganur,13.3667,78.5833,88,73
1,6,indore_vijay_nagar,22.7196,75.8577,47,76
16,3,andhra_pradesh_tirupati,13.6288,79.4192,100,95
3,2,chittoor_kuppam_bypass,12.7457,78.3505,51,87
11,1,andhra_pradesh_vijayawada,16.5062,80.6480,109,84
6,3,andhra_pradesh_east_godavari,17.0005,82.2475,115,83
10,5,chittoor_vellore_road,13.2172,79.1003,133,80
22,3,andhra_pradesh_ntr,16.5062,80.6480,61,76
16,4,chittoor_bangalore_road,13.2148,79.0967,106,88
18,2,chittoor_piler,13.6333,78.9333,137,68
23,5,chennai_t_nagar,13.0418,80.2337,65,101
1,2,andhra_pradesh_kurnool,15.8281,78.0373,53,92
11,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,92,87
19,6,bhubaneswar_janpath,20.2961,85.8245,136,60
21,1,chittoor_puttur,13.4426,79.5508,134,74
12,2,andhra_pradesh_tirupati,13.6288,79.4192,91,98
5,5,andhra_pradesh_srikakulam,18.2969,83.8956,58,68
13,5,chittoor_tirupati_saptagiri,13.6278,79.4197,74,79
15,3,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,71,77
4,2,chittoor_new_town,13.2190,79.1011,53,99
4,0,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,62,81
10,6,andhra_pradesh_prakasam,15.5057,80.0499,132,73
23,2,andhra_pradesh_nandyal_kurnool_region,15.4775,78.4831,62,88
14,4,chennai_omr,12.8407,80.2244,89,93
12,4,chittoor_kuppam_bypass,12.7457,78.3505,92,84
20,0,chittoor_vellore_road,13.2172,79.1003,164,74
0,0,india_gate,28.6129,77.2295,72,99
6,1,pune_hinjewadi,18.5917,73.7389,104,80
17,6,andhra_pradesh_sri_sathya_sai,14.1700,77.8000,143,56
12,5,andhra_pradesh_chittoor,13.2172,79.1003,72,75
3,1,downtown,12.9716,77.5946,97,87
11,0,andhra_pradesh_srikakulam,18.2969,83.8956,108,74
9,2,chittoor_punganur,13.3667,78.5833,155,80
7,0,andhra_pradesh_visakhapatnam,17.6868,83.2185,191,78
18,4,andhra_pradesh_kadapa,14.4674,78.8242,158,69
18,0,chittoor_kuppam,12.7448,78.3491,139,64
17,0,chittoor_kuppam,12.7448,78.3491,120,60
17,2,chittoor_punganur,13.3667,78.5833,159,73
14,2,andhra_pradesh_guntur,16.3067,80.4365,92,97
17,5,chittoor_tirupati_saptagiri,13.6278,79.4197,135,76
20,6,chittoor_srikalahasti,13.7498,79.6986,152,66
21,0,chittoor_trunk_road,13.2204,79.1026,141,77
14,1,chittoor_tirupati_tuda,13.6293,79.4202,106,85
19,0,andhra_pradesh_bapatla,15.9044,80.4675,141,63
22,3,vadodara_alkapuri,22.3072,73.1812,48,71
4,4,chittoor_new_town,13.2190,79.1011,72,78
1,0,chittoor_katpadi_road,13.2179,79.0988,59,86
6,1,andhra_pradesh_tirupati,13.6288,79.4192,118,101
22,1,chittoor_srikalahasti,13.7498,79.6986,63,79
6,1,bengaluru_indiranagar,12.9784,77.6408,134,86
23,5,chittoor_palamaner,13.2007,78.7499,48,89
16,2,andhra_pradesh_chittoor,13.2172,79.1003,102,80
20,0,chennai_t_nagar,13.0418,80.2337,154,81
18,1,chittoor_puttur,13.4426,79.5508,163,72
4,2,kolkata_salt_lake,22.5862,88.4143,53,83
13,3,chittoor_tirupati_saptagiri,13.6278,79.4197,88,95
8,6,chittoor_vellore_road,13.2172,79.1003,153,66
16,6,chittoor_tirupati_renigunta,13.6365,79.5034,88,97
18,1,downtown,12.9716,77.5946,222,66
17,1,chittoor_puttur,13.4426,79.5508,136,63
10,3,chittoor_kuppam,12.7448,78.3491,147,70
